,Name,size,MRP,price,url
364,Bakson's Sunny Fairness Cream for Women,tube of 100 gm Cream,₹150,₹123,/otc/bakson-s-sunny-fairness-cream-for-women-otc326227
365,Bakson's Sunny Fairness Cream for Men,tube of 100 gm Cream,₹160,₹130,/otc/bakson-s-sunny-fairness-cream-for-men-otc367925
366,Lord's Cratin Drop,bottle of 30 ml Drop,₹160,₹139,/otc/lord-s-cratin-drop-otc392875
367,Wheezal Arnica Hair N Scalp Treatment Homeopathic Medicine,bottle of 100 ml Liquid,₹120,₹102,/otc/wheezal-arnica-hair-n-scalp-treatment-homeopathic-medicine-otc339197
368,Bakson's Hair Aid Drop Dual Pack (30ml Each),box of 2 bottles,₹215,₹136,/otc/bakson-s-hair-aid-drop-dual-pack-30ml-each-otc326071
369,SBL Baryta Carbonicum Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹78,/otc/sbl-baryta-carbonicum-dilution-30-ch-otc346001
370,New Life NL-4 Gall-B-Tone Drop,bottle of 30 ml Drop,₹150,₹135,/otc/new-life-nl-4-gall-b-tone-drop-otc489178
371,Bakson's Aloevera Calendula Cream,jar of 250 gm Cream,₹290,₹247,/otc/bakson-s-aloevera-calendula-cream-otc325908
372,Bakson B16 Vertigo Drop,bottle of 30 ml Drop,₹175,₹144,/otc/bakson-b16-vertigo-drop-otc388047
373,ADEL Berberis Vulg Mother Tincture Q,bottle of 20 ml Mother Tincture,₹270,₹243,/otc/adel-berberis-vulg-mother-tincture-q-otc328879
374,SBL Hekla Lava Trituration Tablet 3X,bottle of 25 gm Trituration Tablet,₹165,₹148,/otc/sbl-hekla-lava-trituration-tablet-3x-otc338992
375,ADEL Alfalfa Tonic with Ginseng,bottle of 500 ml Tonic,₹1250,₹1125,/otc/adel-alfalfa-tonic-with-ginseng-otc724466
376,Wheezal WL40 Varicose Veins Drop,bottle of 30 ml Drop,₹170,₹136,/otc/wheezal-wl40-varicose-veins-drop-otc387924
377,Wheezal WL36 Sciatica & Slip Disc Drop,bottle of 30 ml Drop,₹170,₹153,/otc/wheezal-wl36-sciatica-slip-disc-drop-otc387916
378,Rxhomeo Arsenicum Album Pellets 200C,bottle of 750 pellets,₹95,₹83,/otc/rxhomeo-arsenicum-album-pellets-200c-otc640568
379,Hapdco Ferrocin Drop,bottle of 60 ml Drop,₹80,₹64,/otc/hapdco-ferrocin-drop-otc370795
380,Bakson's Arnica Shampoo,bottle of 250 ml Shampoo,₹215,₹180,/otc/bakson-s-arnica-shampoo-otc400756
381,Allen A39 Anti Obesity Drop,bottle of 30 ml Drop,₹170,₹141,/otc/allen-a39-anti-obesity-drop-otc330369
382,SBL Bovista Dilution 6 CH,bottle of 30 ml Dilution,₹95,₹81,/otc/sbl-bovista-dilution-6-ch-otc351396
383,SBL Aralia Racemosa Mother Tincture Q,bottle of 30 ml Mother Tincture,₹150,₹120,/otc/sbl-aralia-racemosa-mother-tincture-q-otc348867
384,ADEL 14 Ferrodona Drop,bottle of 20 ml Drop,₹295,₹231,/otc/adel-14-ferrodona-drop-otc326106
385,Bakson's Compound # 5 Pain Joints Tablet,bottle of 100 tablets,₹120,₹99,/otc/bakson-s-compound-5-pain-joints-tablet-otc502989
386,SBL Lemna Minor Mother Tincture Q,bottle of 30 ml Mother Tincture,₹120,₹108,/otc/sbl-lemna-minor-mother-tincture-q-otc338442
387,Bakson's Alfavena Malt,jar of 500 gm Powder,₹380,₹329,/otc/bakson-s-alfavena-malt-otc538412
388,Allen A08 Diabetes Drop,bottle of 30 ml Drop,₹170,₹143,/otc/allen-a08-diabetes-drop-otc330371
389,SBL Rosmarinus Officinalis Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹82,/otc/sbl-rosmarinus-officinalis-dilution-30-ch-otc348613
390,SBL Ratanhia Dilution 200 CH,bottle of 30 ml Dilution,₹105,₹85,/otc/sbl-ratanhia-dilution-200-ch-otc348589
391,Allen A27 Psoriasis Drop,bottle of 30 ml Drop,₹170,₹141,/otc/allen-a27-psoriasis-drop-otc330443
392,SBL Natrum Arsenicum Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹76,/otc/sbl-natrum-arsenicum-dilution-30-ch-otc348385
393,SBL Calcarea Fluorica Biochemic Tablet 3X,bottle of 25 gm Biochemic Tablet,₹105,₹85,/otc/sbl-calcarea-fluorica-biochemic-tablet-3x-otc331086
394,New Life Bach Flower Willow 30,bottle of 30 ml Dilution,₹125,₹98,/otc/new-life-bach-flower-willow-30-otc386720
395,Bakson's Kof Aid Plus Cough Syrup Sugar Free,bottle of 115 ml Syrup,₹115,₹88,/otc/bakson-s-kof-aid-plus-cough-syrup-sugar-free-otc339719
396,SBL Rinsout Drop Mouthwash,bottle of 30 ml Drop,₹110,₹99,/otc/sbl-rinsout-drop-mouthwash-otc328962
397,Bakson's Tense Aid Tablet,bottle of 75 tablets,₹200,₹172,/otc/bakson-s-tense-aid-tablet-otc327075
398,Allen A79 Depression Drop,bottle of 30 ml Drop,₹170,₹141,/otc/allen-a79-depression-drop-otc330378
399,SBL Arnica Montana Herbal Shampoo with TJC,bottle of 100 ml Shampoo,₹105,₹92,/otc/sbl-arnica-montana-herbal-shampoo-with-tjc-otc329024
400,Bakson B2 Stomach Drop,bottle of 30 ml Drop,₹175,₹154,/otc/bakson-b2-stomach-drop-otc387991
401,Allen A50 H.B.P (High Blood Pressure) Drop,bottle of 30 ml Drop,₹160,₹128,/otc/allen-a50-h.b.p-high-blood-pressure-drop-otc330347
402,SBL Agaricus Muscarius Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹85,/otc/sbl-agaricus-muscarius-dilution-30-ch-otc345713
403,Allen A71 U.T.I. (Urinary Tract Infections) Drop,bottle of 30 ml Drop,₹160,₹139,/otc/allen-a71-u.t.i.-urinary-tract-infections-drop-otc330234
404,Rxhomeo Rhus Toxicodendron Pellets 30C,bottle of 750 pellets,₹90,₹74,/otc/rxhomeo-rhus-toxicodendron-pellets-30c-otc641689
405,SBL Histaminum Dilution 1000 CH,bottle of 30 ml Dilution,₹140,₹115,/otc/sbl-histaminum-dilution-1000-ch-otc348942
406,SBL Silicea Dilution 1000 CH,bottle of 30 ml Dilution,₹135,₹116,/otc/sbl-silicea-dilution-1000-ch-otc338179
407,Allen A31 Warts Drop,bottle of 30 ml Drop,₹170,₹141,/otc/allen-a31-warts-drop-otc330451
408,SBL Wormorid Drop,bottle of 30 ml Drop,₹130,₹116,/otc/sbl-wormorid-drop-otc329008
409,ADEL 43 Cardinorma Drop,bottle of 20 ml Drop,₹295,₹243,/otc/adel-43-cardinorma-drop-otc327725
410,Bakson's Calm Aid Tablet,bottle of 75 tablets,₹200,₹167,/otc/bakson-s-calm-aid-tablet-otc327316
411,SBL Asafoetida Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹73,/otc/sbl-asafoetida-dilution-30-ch-otc345938
412,SBL Medorrhinum Dilution 1000 CH,bottle of 30 ml Dilution,₹135,₹116,/otc/sbl-medorrhinum-dilution-1000-ch-otc348221
413,SBL Pancreatinum Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹72,/otc/sbl-pancreatinum-dilution-30-ch-otc348476
414,Hapdco Mensol Tonic,bottle of 200 ml Tonic,₹200,₹178,/otc/hapdco-mensol-tonic-otc357573
415,Lord's Yohimbinum Trituration Tablet 3X,bottle of 25 gm Trituration Tablet,₹170,₹148,/otc/lord-s-yohimbinum-trituration-tablet-3x-otc561081
416,Lord's Ginseng Tablet,box of 40 tablets,₹110,₹99,/otc/lord-s-ginseng-tablet-otc711482
417,SBL Utrofyne Syrup,bottle of 115 ml Syrup,₹110,₹91,/otc/sbl-utrofyne-syrup-otc329007
418,Allen A74 Hormonal Imbalance Drop,bottle of 30 ml Drop,₹170,₹133,/otc/allen-a74-hormonal-imbalance-drop-otc330238
419,ADEL 33 Apo-Oedem Drop,bottle of 20 ml Drop,₹295,₹228,/otc/adel-33-apo-oedem-drop-otc327728
420,Dr Willmar Schwabe India Curcuma Longa Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹76,/otc/dr-willmar-schwabe-india-curcuma-longa-mother-tincture-q-otc390921
421,Bakson's Phytolacca Berry Tablet,bottle of 75 tablets,₹200,₹159,/otc/bakson-s-phytolacca-berry-tablet-otc502894
422,Bakson's Worm-C Tablet,bottle of 75 tablets,₹200,₹176,/otc/bakson-s-worm-c-tablet-otc659544
423,Bjain Berberis Aquifolium Mother Tincture Q,bottle of 100 ml Mother Tincture,₹480,₹432,/otc/bjain-berberis-aquifolium-mother-tincture-q-otc444630
424,New Life Pilocin Drop,bottle of 30 ml Drop,₹120,₹99,/otc/new-life-pilocin-drop-otc325810
425,Allen's Olivallen Body Massage Oil,bottle of 100 ml Oil,₹90,₹77,/otc/allen-s-olivallen-body-massage-oil-otc371582
426,Allen A77 Stress Drop,bottle of 30 ml Drop,₹170,₹150,/otc/allen-a77-stress-drop-otc330381
427,Allen Crack Care Cream,tube of 25 gm Cream,₹90,₹75,/otc/allen-crack-care-cream-otc330460
428,Hapdco Kalmegh Drop,bottle of 30 ml Drop,₹100,₹82,/otc/hapdco-kalmegh-drop-otc386126
429,Allen A67 Back Pain Drop,bottle of 30 ml Drop,₹170,₹136,/otc/allen-a67-back-pain-drop-otc330405
430,Allen A68 Immunity Drop,bottle of 30 ml Drop,₹170,₹141,/otc/allen-a68-immunity-drop-otc330368
431,SBL Coca Dilution Homeopathic Medicine 30 CH,bottle of 30 ml Dilution,₹95,₹78,/otc/sbl-coca-dilution-homeopathic-medicine-30-ch-otc348959
432,SBL Clematis Erecta Dilution 200 CH,bottle of 30 ml Dilution,₹105,₹92,/otc/sbl-clematis-erecta-dilution-200-ch-otc346188
433,Lord's L 161 Sexual Neurasthenia Drop,bottle of 30 ml Drop,₹160,₹144,/otc/lord-s-l-161-sexual-neurasthenia-drop-otc449179
434,SBL Uranium Nitricum Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹78,/otc/sbl-uranium-nitricum-dilution-30-ch-otc348773
435,Ralson Remedies Ralnofev Fever Control Drops,bottle of 30 ml Drop,₹155,₹138,/otc/ralson-remedies-ralnofev-fever-control-drops-otc455831
436,Wheezal Sarsa Syrup,bottle of 120 ml Syrup,₹130,₹110,/otc/wheezal-sarsa-syrup-otc339153
437,ADEL Calcarea Fluor Biochemic Tablet 6X,bottle of 20 gm Biochemic Tablet,₹180,₹162,/otc/adel-calcarea-fluor-biochemic-tablet-6x-otc326300
438,Hapdco Cineramycin Eye Drop,bottle of 10 ml Eye Drop,₹70,₹57,/otc/hapdco-cineramycin-eye-drop-otc370798
439,SBL Carbo Vegetabilis Dilution 1000 CH,bottle of 30 ml Dilution,₹135,₹119.05,/otc/sbl-carbo-vegetabilis-dilution-1000-ch-otc346104
440,Allen A19 Joint Pains Drop,bottle of 30 ml Drop,₹160,₹135,/otc/allen-a19-joint-pains-drop-otc330404
441,Haslab Drox 20 Pilovarin Drop,bottle of 30 ml Drop,₹156,₹140,/otc/haslab-drox-20-pilovarin-drop-otc339523
442,SBL Neem Face Wash,tube of 100 ml Face Wash,₹155,₹139,/otc/sbl-neem-face-wash-otc342782
443,New Life Bach Flower Olive 30,bottle of 30 ml Dilution,₹100,₹80,/otc/new-life-bach-flower-olive-30-otc386710
444,Dr Willmar Schwabe India Calcarea Fluorica Biochemic Tablet 12X,bottle of 20 gm Biochemic Tablet,₹95,₹60,/otc/dr-willmar-schwabe-india-calcarea-fluorica-biochemic-tablet-12x-otc338253
445,SBL Psorinum Dilution 200 CH,bottle of 30 ml Dilution,₹105,₹92,/otc/sbl-psorinum-dilution-200-ch-otc348553
446,SBL Equisetum Hyemale Mother Tincture Q,bottle of 30 ml Mother Tincture,₹100,₹82,/otc/sbl-equisetum-hyemale-mother-tincture-q-otc348910
447,Dr Willmar Schwabe India Arsenicum Album Dilution CM CH,bottle of 10 ml Dilution,₹325,₹276,/otc/dr-willmar-schwabe-india-arsenicum-album-dilution-cm-ch-otc396370
448,German's Fairness Drop,bottle of 30 ml Drop,₹160,₹120,/otc/german-s-fairness-drop-otc649928
449,Dr Batra's Instant Hair Natural Keratin Hair Building Fibre Black,bottle of 12 gm Powder,₹1899,₹1158,/otc/dr-batra-s-instant-hair-natural-keratin-hair-building-fibre-black-otc432955
450,Dr Willmar Schwabe India Mercurius Solubilis Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹72,/otc/dr-willmar-schwabe-india-mercurius-solubilis-dilution-30-ch-otc405598
451,Bakson's Sulphur Ointment,tube of 25 gm Ointment,₹70,₹57,/otc/bakson-s-sulphur-ointment-otc327238
452,Dr. Reckeweg Kali Phosphoricum Biochemic Tablet 200X,bottle of 20 gm Biochemic Tablet,₹275,₹232,/otc/dr.-reckeweg-kali-phosphoricum-biochemic-tablet-200x-otc334913
453,SBL Ammi Visnaga Mother Tincture Q,bottle of 30 ml Mother Tincture,₹220,₹198,/otc/sbl-ammi-visnaga-mother-tincture-q-otc338523
454,Bio India Complex 10 Sleeping Drop,bottle of 30 ml Drop,₹150,₹131,/otc/bio-india-complex-10-sleeping-drop-otc505363
455,SBL Phytolacca Berry Dilution 200 CH,bottle of 30 ml Dilution,₹105,₹85,/otc/sbl-phytolacca-berry-dilution-200-ch-otc348517
456,Bakson's Aesculus Ointment,tube of 25 gm Ointment,₹70,₹57,/otc/bakson-s-aesculus-ointment-otc326100
457,Wheezal WL57 Anti-Fungal Drop,bottle of 30 ml Drop,₹170,₹151,/otc/wheezal-wl57-anti-fungal-drop-otc387957
458,Dr Willmar Schwabe India Cydonia Vulgaris Dilution 1M,bottle of 30 ml Dilution,₹132,₹115,/otc/dr-willmar-schwabe-india-cydonia-vulgaris-dilution-1m-otc401171
459,SBL Kali Nitricum Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹64,/otc/sbl-kali-nitricum-dilution-30-ch-otc348048
460,SBL Liv T Tonic,bottle of 115 ml Tonic,₹110,₹99,/otc/sbl-liv-t-tonic-otc335733
461,Allen A83 Bed-Wetting Drop,bottle of 30 ml Drop,₹170,₹143,/otc/allen-a83-bed-wetting-drop-otc330426
462,Dr Willmar Schwabe India Muira Puama Mother Tincture Q,bottle of 30 ml Mother Tincture,₹375,₹233,/otc/dr-willmar-schwabe-india-muira-puama-mother-tincture-q-otc391402
463,ADEL Sabal Serr Mother Tincture Q,bottle of 20 ml Mother Tincture,₹270,₹242,/otc/adel-sabal-serr-mother-tincture-q-otc327361
464,SBL Liv-T Paediatric Tonic,bottle of 180 ml Tonic,₹160,₹128,/otc/sbl-liv-t-paediatric-tonic-otc330949
465,Bakson's Super Tonic,bottle of 450 ml Tonic,₹370,₹311,/otc/bakson-s-super-tonic-otc502929
466,ADEL Alfalfa Tonic with Ginseng,bottle of 100 ml Tonic,₹330,₹297,/otc/adel-alfalfa-tonic-with-ginseng-otc326053
467,Bakson's Kof Aid Plus Cough Syrup,bottle of 450 ml Syrup,₹260,₹234,/otc/bakson-s-kof-aid-plus-cough-syrup-otc659093
468,Bakson's Kof Aid Plus Cough Syrup Sugar Free,bottle of 450 ml Syrup,₹240,₹212,/otc/bakson-s-kof-aid-plus-cough-syrup-sugar-free-otc659086
469,SBL Anti-Dandruff Shampoo,bottle of 100 ml Shampoo,₹110,₹94,/otc/sbl-anti-dandruff-shampoo-otc417229
470,Allen A47 Throat Infection Drop,bottle of 30 ml Drop,₹170,₹153,/otc/allen-a47-throat-infection-drop-otc330429
471,Bakson B21 Strength Drop,bottle of 30 ml Drop,₹175,₹142,/otc/bakson-b21-strength-drop-otc388056
472,SBL Salix Nigra Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹85,/otc/sbl-salix-nigra-mother-tincture-q-otc348961
473,Boiron Arsenicum Album Pellets 30C,bottle of 80 pellets,₹170,₹153,/otc/boiron-arsenicum-album-pellets-30c-otc407277
474,Bakson B34 Tumour Drop,bottle of 30 ml Drop,₹175,₹142,/otc/bakson-b34-tumour-drop-otc388083
475,Medisynth Angio Card Gold Plus Drop,bottle of 30 ml Drop,₹175,₹133,/otc/medisynth-angio-card-gold-plus-drop-otc339278
476,Hapdco Fairway Cream,tube of 25 gm Cream,₹95,₹85,/otc/hapdco-fairway-cream-otc357600
477,Bjain Omeo Alfa Alfa Malt Energy Booster,jar of 450 gm Paste,₹310,₹276,/otc/bjain-omeo-alfa-alfa-malt-energy-booster-otc425843
478,Hapdco Pilodex Ointment,tube of 25 gm Ointment,₹85,₹68,/otc/hapdco-pilodex-ointment-otc370780
479,Bakson B49 Astha Drop,bottle of 30 ml Drop,₹175,₹140,/otc/bakson-b49-astha-drop-otc388099
480,ADEL Thiosinaminum Trituration Tablet 3X,bottle of 20 gm Trituration Tablet,₹280,₹252,/otc/adel-thiosinaminum-trituration-tablet-3x-otc329090
481,Bakson's Bouchi Oil,bottle of 100 ml Oil,₹240,₹206,/otc/bakson-s-bouchi-oil-otc480207
482,Allen Fair Touch Cream,tube of 25 gm Cream,₹90,₹74,/otc/allen-fair-touch-cream-otc330456
483,Fourrts Douglas Cream,jar of 125 gm Cream,₹300,₹270,/otc/fourrts-douglas-cream-otc477495
484,SBL Bio-Combination 13 Tablet,bottle of 25 gm Biocombination Tablet,₹105,₹84,/otc/sbl-bio-combination-13-tablet-otc331053
485,ADEL Paeonia Off Mother Tincture Q,bottle of 20 ml Mother Tincture,₹340,₹306,/otc/adel-paeonia-off-mother-tincture-q-otc327458
486,SBL Causticum Dilution 1000 CH,bottle of 30 ml Dilution,₹140,₹94,/otc/sbl-causticum-dilution-1000-ch-otc346124
487,Bjain Aspidosperma Quebracho Mother Tincture Q,bottle of 100 ml Mother Tincture,₹460,₹264,/otc/bjain-aspidosperma-quebracho-mother-tincture-q-otc444422
488,Dr Willmar Schwabe India Usnea Barbata Mother Tincture Q,bottle of 30 ml Mother Tincture,₹120,₹101,/otc/dr-willmar-schwabe-india-usnea-barbata-mother-tincture-q-otc391537
489,Similia Rhus Tox Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹79,/otc/similia-rhus-tox-dilution-30-ch-otc611615
490,SBL Avena Sativa Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹68,/otc/sbl-avena-sativa-dilution-30-ch-otc345989
491,Allen A35 Asthma Drop,bottle of 30 ml Drop,₹160,₹133,/otc/allen-a35-asthma-drop-otc330430
492,SBL Bryonia Alba Mother Tincture Q,bottle of 30 ml Mother Tincture,₹140,₹122.2,/otc/sbl-bryonia-alba-mother-tincture-q-otc348880
493,SBL Agaricus Muscarius Dilution 200 CH,bottle of 30 ml Dilution,₹105,₹92,/otc/sbl-agaricus-muscarius-dilution-200-ch-otc345714
494,Dr Willmar Schwabe India Ruta Graveolens Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹74,/otc/dr-willmar-schwabe-india-ruta-graveolens-dilution-30-ch-otc393294
495,REPL Dr. Advice No.47 Goutidine Drop,bottle of 30 ml Drop,₹180,₹129,/otc/repl-dr.-advice-no.47-goutidine-drop-otc339382
496,Bakson B57 Memory Drop,bottle of 30 ml Drop,₹175,₹128,/otc/bakson-b57-memory-drop-otc388109
497,Allen Anti Warts Combo (A31 + Dewarts Cream),packet of 1 Kit,₹285,₹248,/otc/allen-anti-warts-combo-a31-dewarts-cream-otc378034
498,Bakson's Tense Aid Tablet,bottle of 200 tablets,₹460,₹364,/otc/bakson-s-tense-aid-tablet-otc502933
499,Allen A25 Nerve And Sleep Drop,bottle of 30 ml Drop,₹170,₹143,/otc/allen-a25-nerve-and-sleep-drop-otc330340
500,Allen A80 Vertigo Drop,bottle of 30 ml Drop,₹170,₹150,/otc/allen-a80-vertigo-drop-otc330339
501,Haslab Drox 10 Filarin Drop,bottle of 30 ml Drop,₹156,₹125,/otc/haslab-drox-10-filarin-drop-otc339512
502,New Life Calculina Syrup,bottle of 100 ml Syrup,₹90,₹73,/otc/new-life-calculina-syrup-otc325829
503,Allen's Arnica Montana Hair Oil,bottle of 100 ml Oil,₹130,₹117,/otc/allen-s-arnica-montana-hair-oil-otc392973
504,Dr Willmar Schwabe India Calciokind Tablet,bottle of 10 gm Tablet,₹115,₹92,/otc/dr-willmar-schwabe-india-calciokind-tablet-otc327686
505,SBL Terminalia Chebula Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹94,/otc/sbl-terminalia-chebula-mother-tincture-q-otc338570
506,SBL Mezereum Dilution 200 CH,bottle of 30 ml Dilution,₹105,₹93,/otc/sbl-mezereum-dilution-200-ch-otc348324
507,Allen Pilohip Syrup,bottle of 200 ml Syrup,₹150,₹127,/otc/allen-pilohip-syrup-otc330249
508,Dr Batra's Hair Fall Control Shampoo,bottle of 200 ml Shampoo,₹279,₹209,/otc/dr-batra-s-hair-fall-control-shampoo-otc432880
509,SBL Kali Sulphuricum Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹65,/otc/sbl-kali-sulphuricum-dilution-30-ch-otc348058
510,Bakson B32 Lax-N-Liv Drop,bottle of 30 ml Drop,₹175,₹125,/otc/bakson-b32-lax-n-liv-drop-otc388079
511,Bakson's Baksoint 9 Cream,tube of 25 gm Cream,₹70,₹61,/otc/bakson-s-baksoint-9-cream-otc327246
512,SBL Sinapis Nigra Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹74,/otc/sbl-sinapis-nigra-dilution-30-ch-otc358317
513,Rxhomeo Mercurius Solubilis Pellets 30C,bottle of 750 pellets,₹90,₹74,/otc/rxhomeo-mercurius-solubilis-pellets-30c-otc641374
514,Rxhomeo Aloe Socotrina Pellets 200C,bottle of 750 pellets,₹95,₹83,/otc/rxhomeo-aloe-socotrina-pellets-200c-otc640401
515,Dr Batra's Dandruff Cleansing Shampoo,bottle of 200 ml Shampoo,₹219,₹136,/otc/dr-batra-s-dandruff-cleansing-shampoo-otc432875
516,Hapdco Gastorin Syrup,bottle of 450 ml Syrup,₹290,₹222,/otc/hapdco-gastorin-syrup-otc357555
517,Similia China Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹73,/otc/similia-china-dilution-30-ch-otc611722
518,SBL Kali Muriaticum Biochemic Tablet 12X,bottle of 25 gm Biochemic Tablet,₹105,₹86,/otc/sbl-kali-muriaticum-biochemic-tablet-12x-otc331050
519,SBL Atista Radix Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹85,/otc/sbl-atista-radix-mother-tincture-q-otc338809
520,New Life Bach Flower Sweet Chestnut 30,bottle of 30 ml Dilution,₹100,₹80,/otc/new-life-bach-flower-sweet-chestnut-30-otc386711
521,Allen A33 Fever Drop,bottle of 30 ml Drop,₹170,₹145,/otc/allen-a33-fever-drop-otc330323
522,ADEL Echinacea Mother Tincture Q,bottle of 20 ml Mother Tincture,₹270,₹243,/otc/adel-echinacea-mother-tincture-q-otc327692
523,Wheezal WL52 Ovarian Cyst Drop,bottle of 30 ml Drop,₹170,₹145,/otc/wheezal-wl52-ovarian-cyst-drop-otc387947
524,Allen A32 Gout Drop,bottle of 30 ml Drop,₹170,₹141,/otc/allen-a32-gout-drop-otc330399
525,Lord's Tone Up Rejuvenator Tonic,bottle of 180 ml Tonic,₹215,₹191,/otc/lord-s-tone-up-rejuvenator-tonic-otc392903
526,ADEL 32 Opsonat Drop,bottle of 20 ml Drop,₹295,₹260,/otc/adel-32-opsonat-drop-otc326087
527,SBL Rauvolfia Serpentina Tablet 1X,bottle of 25 gm Tablet,₹141,₹117,/otc/sbl-rauvolfia-serpentina-tablet-1x-otc330980
528,SBL Influenzinum Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹74,/otc/sbl-influenzinum-dilution-30-ch-otc347959
529,SBL Serum Anguillae (Eel Serum) Dilution 6 CH,bottle of 30 ml Dilution,₹95,₹76,/otc/sbl-serum-anguillae-eel-serum-dilution-6-ch-otc358274
530,SBL Radium Bromatum Dilution 200 CH,bottle of 30 ml Dilution,₹105,₹93,/otc/sbl-radium-bromatum-dilution-200-ch-otc348566
531,SBL Kali Phosphoricum Biochemic Tablet 200X,bottle of 25 gm Biochemic Tablet,₹110,₹90,/otc/sbl-kali-phosphoricum-biochemic-tablet-200x-otc368297
532,SBL Magnesia Phosphorica Biochemic Tablet 200X,bottle of 25 gm Biochemic Tablet,₹100,₹81,/otc/sbl-magnesia-phosphorica-biochemic-tablet-200x-otc368299
533,SBL Teucrium Marum Verum Dilution 200 CH,bottle of 30 ml Dilution,₹105,₹94,/otc/sbl-teucrium-marum-verum-dilution-200-ch-otc348853
534,Bakson's Arnica Ointment,tube of 25 gm Ointment,₹70,₹57,/otc/bakson-s-arnica-ointment-otc327265
535,Bakson's Aconitum Napellus Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹57,/otc/bakson-s-aconitum-napellus-dilution-30-ch-otc602482
536,ADEL 86 Verintex N External Drop,bottle of 20 ml Drop,₹295,₹238,/otc/adel-86-verintex-n-external-drop-otc326149
537,Allen A59 Tumour Drop,bottle of 30 ml Drop,₹170,₹141,/otc/allen-a59-tumour-drop-otc330275
538,ADEL Thuja Mother Tincture Q,bottle of 20 ml Mother Tincture,₹270,₹243,/otc/adel-thuja-mother-tincture-q-otc328826
539,Bakson B19 Colic Drop,bottle of 30 ml Drop,₹175,₹147,/otc/bakson-b19-colic-drop-otc388053
540,Allen A42 Prostatitis Drop,bottle of 30 ml Drop,₹170,₹141,/otc/allen-a42-prostatitis-drop-otc330397
541,Dr Willmar Schwabe India Zingiber Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹90,/otc/dr-willmar-schwabe-india-zingiber-mother-tincture-q-otc391437
542,Bhargava Whitigo Cream,tube of 30 gm Cream,₹74,₹63,/otc/bhargava-whitigo-cream-otc327454
543,Lord's Stonil Tablet,box of 40 tablets,₹115,₹82,/otc/lord-s-stonil-tablet-otc545602
544,ADEL 38 Apo-Spast Drop,bottle of 20 ml Drop,₹295,₹249,/otc/adel-38-apo-spast-drop-otc327726
545,Bjain Omeo Strength Drop,bottle of 30 ml Drop,₹365,₹248,/otc/bjain-omeo-strength-drop-otc425274
546,Bakson B25 Acne Drop,bottle of 30 ml Drop,₹175,₹155,/otc/bakson-b25-acne-drop-otc388065
547,Bjain Ceanothus Americanus Mother Tincture Q,bottle of 100 ml Mother Tincture,₹650,₹562,/otc/bjain-ceanothus-americanus-mother-tincture-q-otc445313
548,Dr. Reckeweg Ferrum Phosphoricum Biochemic Tablet 3X,bottle of 20 gm Biochemic Tablet,₹240,₹203,/otc/dr.-reckeweg-ferrum-phosphoricum-biochemic-tablet-3x-otc336894
549,ADEL Magnesium Phosphoricum Biochemic Tablet 6X,bottle of 20 gm Biochemic Tablet,₹180,₹162,/otc/adel-magnesium-phosphoricum-biochemic-tablet-6x-otc732699
550,Bakson B36 Endocrine Male Drop,bottle of 30 ml Drop,₹160,₹137,/otc/bakson-b36-endocrine-male-drop-otc388085
551,"Bakson's Face Scrub with Aloevera, Cucumber & Papaya",jar of 125 gm Scrub,₹140,₹121,/otc/bakson-s-face-scrub-with-aloevera-cucumber-papaya-otc400479
552,SBL Fel Tauri Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹76,/otc/sbl-fel-tauri-dilution-30-ch-otc348947
553,SBL Arnica Montana Dilution 3 CH,bottle of 30 ml Dilution,₹95,₹76,/otc/sbl-arnica-montana-dilution-3-ch-otc351136
554,Lord's Mullein Oil Ear Drop,bottle of 25 ml Ear Drop,₹90,₹74,/otc/lord-s-mullein-oil-ear-drop-otc392911
555,Allen Jaborandi Gold Oil,bottle of 110 ml Oil,₹100,₹90,/otc/allen-jaborandi-gold-oil-otc330335
556,SBL Aegle Marmelos Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹86,/otc/sbl-aegle-marmelos-mother-tincture-q-otc338858
